Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Soil_Type,Variety,Crop
101,25,52,29.1,94.22,6.75,22.52,Sandy-Loam,Standard_V1,muskmelon
118,18,52,28.05,90.83,6.56,20.76,Loam,Standard_V1,muskmelon
95,26,45,29.92,94.56,6.12,28.16,Sandy,Standard_V1,muskmelon
81,25,49,29.87,93.25,6.08,26.26,Loam,Standard_V1,muskmelon
117,24,53,29.17,92.21,6.29,21.3,Sandy-Loam,Standard_V1,muskmelon
114,30,51,29.25,90.07,6.07,25.93,Sandy-Loam,Standard_V1,muskmelon
113,6,52,27.76,90.36,6.74,25.22,Sandy,Standard_V1,muskmelon
108,26,52,28.83,94.27,6.2,26.24,Sandy-Loam,Standard_V1,muskmelon
81,30,48,28.52,92.1,6.04,29.87,Sandy,Standard_V1,muskmelon
115,9,52,29.07,90.98,6.02,29.12,Sandy-Loam,Standard_V1,muskmelon
83,7,45,29.08,90.74,6.7,25.33,Sandy-Loam,Standard_V1,muskmelon
84,21,55,28.47,94.79,6.49,21.08,Sandy,Standard_V1,muskmelon
109,26,45,28.28,90.39,6.22,21.59,Sandy,Standard_V1,muskmelon
95,27,55,28.47,91.21,6.16,20.89,Sandy,Standard_V1,muskmelon
119,5,55,29.69,94.3,6.17,26.84,Sandy-Loam,Standard_V1,muskmelon
110,14,51,27.02,91.67,6.09,21.26,Sandy-Loam,Standard_V1,muskmelon
82,18,48,29.1,94.17,6.16,26.71,Loam,Standard_V1,muskmelon
87,14,48,29.69,92.59,6.61,29.11,Sandy,Standard_V1,muskmelon
85,9,53,28.21,92.87,6.45,28.79,Sandy-Loam,Standard_V1,muskmelon
100,6,53,29.05,93.92,6.11,23.67,Sandy-Loam,Standard_V1,muskmelon
107,12,46,29.57,93.62,6.56,27.57,Sandy,Standard_V1,muskmelon
91,13,47,29.11,92.44,6.14,27.96,Loam,Standard_V1,muskmelon
102,25,50,28.2,92.91,6.1,20.36,Sandy,Standard_V1,muskmelon
117,25,53,29.12,92.13,6.41,24.52,Loam,Standard_V1,muskmelon
85,21,52,29.63,90.1,6.08,23.7,Sandy-Loam,Standard_V1,muskmelon
104,25,55,29.81,90.37,6.12,22.69,Loam,Standard_V1,muskmelon
102,24,54,27.72,90.94,6.7,22.82,Sandy-Loam,Standard_V1,muskmelon
116,25,50,29.26,92.92,6.09,28.71,Sandy,Standard_V1,muskmelon
100,17,48,29.73,94.3,6.37,26.52,Sandy,Standard_V1,muskmelon
110,25,54,28.91,90.78,6.43,23.44,Sandy,Standard_V1,muskmelon
104,25,51,28.96,93.88,6.47,23.56,Loam,Standard_V1,muskmelon
107,11,54,28.59,91.34,6.09,29.44,Sandy-Loam,Standard_V1,muskmelon
98,26,52,27.34,90.7,6.15,28.69,Sandy,Standard_V1,muskmelon
88,17,52,29.9,90.75,6.65,25.38,Sandy,Standard_V1,muskmelon
87,25,46,27.43,90.03,6.38,21.75,Sandy-Loam,Standard_V1,muskmelon
120,8,46,29.56,90.71,6.73,28.37,Sandy,Standard_V1,muskmelon
95,13,46,29.84,93.76,6.13,23.28,Sandy-Loam,Standard_V1,muskmelon
108,22,47,28.54,91.73,6.16,25.13,Sandy-Loam,Standard_V1,muskmelon
82,13,52,27.12,94.87,6.44,26.52,Sandy-Loam,Standard_V1,muskmelon
120,23,55,27.84,91.61,6.73,26.48,Sandy-Loam,Standard_V1,muskmelon
110,22,47,29.03,91.82,6.24,24.94,Sandy-Loam,Standard_V1,muskmelon
95,23,45,27.82,90.57,6.27,21.19,Loam,Standard_V1,muskmelon
106,10,49,27.73,92.01,6.35,20.21,Sandy,Standard_V1,muskmelon
99,12,52,28.7,94.31,6.0,22.22,Loam,Standard_V1,muskmelon
106,20,51,29.73,90.97,6.34,20.49,Sandy,Standard_V1,muskmelon
83,11,53,29.54,92.92,6.16,21.97,Loam,Standard_V1,muskmelon
117,19,55,28.8,91.78,6.12,25.16,Sandy-Loam,Standard_V1,muskmelon
98,26,49,27.29,90.53,6.13,23.5,Sandy,Standard_V1,muskmelon
113,20,48,27.47,94.88,6.44,27.28,Sandy,Standard_V1,muskmelon
101,17,47,29.49,94.73,6.19,26.31,Loam,Standard_V1,muskmelon
98,7,45,27.79,92.51,6.16,26.85,Loam,Standard_V1,muskmelon
93,22,48,29.13,91.52,6.78,21.9,Sandy,Standard_V1,muskmelon
95,21,47,27.93,93.56,6.43,20.66,Loam,Standard_V1,muskmelon
109,12,48,29.46,92.13,6.71,20.76,Loam,Standard_V1,muskmelon
118,12,47,27.97,92.17,6.01,28.95,Loam,Standard_V1,muskmelon
100,14,49,29.49,91.08,6.37,26.02,Sandy-Loam,Standard_V1,muskmelon
89,9,47,29.47,90.77,6.67,28.75,Sandy-Loam,Standard_V1,muskmelon
95,16,46,27.08,90.14,6.75,24.45,Loam,Standard_V1,muskmelon
95,7,45,27.3,90.8,6.03,25.09,Loam,Standard_V1,muskmelon
87,6,45,29.83,90.79,6.4,22.84,Sandy-Loam,Standard_V1,muskmelon
93,20,50,29.93,93.23,6.45,24.35,Sandy-Loam,Standard_V1,muskmelon
84,29,49,29.94,93.91,6.25,20.39,Sandy,Standard_V1,muskmelon
111,5,47,28.03,91.47,6.27,21.18,Sandy,Standard_V1,muskmelon
111,5,52,29.88,94.04,6.14,21.0,Sandy-Loam,Standard_V1,muskmelon
111,15,54,27.71,92.91,6.19,22.06,Loam,Standard_V1,muskmelon
89,11,47,29.79,94.65,6.33,27.87,Loam,Standard_V1,muskmelon
110,15,48,28.58,92.87,6.21,27.6,Loam,Standard_V1,muskmelon
95,30,52,29.48,90.34,6.64,26.04,Loam,Standard_V1,muskmelon
115,12,52,27.51,94.96,6.69,21.02,Sandy,Standard_V1,muskmelon
120,25,50,28.05,94.82,6.33,21.85,Sandy-Loam,Standard_V1,muskmelon
102,11,45,29.03,93.13,6.36,24.16,Loam,Standard_V1,muskmelon
94,5,55,28.59,91.89,6.09,26.88,Sandy,Standard_V1,muskmelon
84,18,46,27.09,93.42,6.78,25.32,Loam,Standard_V1,muskmelon
107,22,54,28.0,90.85,6.63,21.62,Sandy-Loam,Standard_V1,muskmelon
80,18,52,27.87,91.15,6.48,24.05,Sandy,Standard_V1,muskmelon
86,18,45,28.97,90.72,6.57,22.26,Sandy-Loam,Standard_V1,muskmelon
113,28,48,28.88,92.49,6.17,24.44,Sandy-Loam,Standard_V1,muskmelon
115,18,53,29.17,94.2,6.01,22.07,Sandy,Standard_V1,muskmelon
82,20,54,29.34,90.02,6.54,21.45,Sandy,Standard_V1,muskmelon
98,22,47,29.07,91.92,6.34,28.84,Sandy,Standard_V1,muskmelon
117,25,54,28.68,92.51,6.15,29.11,Sandy,Standard_V1,muskmelon
83,15,49,28.93,91.39,6.44,23.2,Sandy,Standard_V1,muskmelon
120,16,51,28.0,91.64,6.55,23.29,Sandy,Standard_V1,muskmelon
111,5,50,27.59,91.8,6.4,24.84,Sandy,Standard_V1,muskmelon
85,21,47,29.87,90.61,6.19,24.7,Loam,Standard_V1,muskmelon
90,23,54,28.56,90.46,6.16,27.27,Sandy-Loam,Standard_V1,muskmelon
99,29,55,29.19,91.46,6.66,26.48,Sandy,Standard_V1,muskmelon
102,11,47,27.99,92.78,6.5,27.15,Loam,Standard_V1,muskmelon
80,18,51,28.05,91.82,6.71,20.77,Loam,Standard_V1,muskmelon
87,21,52,27.35,94.29,6.07,27.21,Loam,Standard_V1,muskmelon
114,8,52,29.34,94.55,6.42,28.23,Sandy-Loam,Standard_V1,muskmelon
99,6,46,28.61,94.22,6.4,28.99,Sandy,Standard_V1,muskmelon
89,25,50,27.05,91.35,6.38,25.08,Loam,Standard_V1,muskmelon
96,13,55,29.53,94.57,6.7,21.14,Sandy-Loam,Standard_V1,muskmelon
82,26,47,28.5,93.47,6.57,24.2,Sandy-Loam,Standard_V1,muskmelon
106,21,52,28.9,94.79,6.29,23.04,Sandy-Loam,Standard_V1,muskmelon
90,15,52,27.05,91.38,6.45,23.66,Loam,Standard_V1,muskmelon
106,16,54,28.96,91.7,6.59,24.75,Sandy,Standard_V1,muskmelon
24,128,196,22.75,90.69,5.52,110.43,Clay-Loam,Standard_V1,apple
7,144,197,23.85,94.35,6.13,114.05,Clay-Loam,Standard_V1,apple
14,128,205,22.61,94.59,6.23,116.04,Loam,Standard_V1,apple
8,120,201,21.19,91.13,6.32,122.23,Loam,Standard_V1,apple
20,129,201,23.41,91.7,5.59,116.08,Loam,Standard_V1,apple
32,137,204,22.86,93.13,5.82,117.73,Silt-Loam,Standard_V1,apple
27,139,205,22.48,93.41,5.77,105.55,Loam,Standard_V1,apple
0,123,205,22.03,92.96,5.79,121.13,Clay-Loam,Standard_V1,apple
22,144,196,21.91,91.69,6.5,117.08,Loam,Standard_V1,apple
1,124,199,23.71,93.27,5.66,112.67,Clay-Loam,Standard_V1,apple
30,122,197,21.38,92.72,5.57,106.14,Silt-Loam,Standard_V1,apple
29,121,196,22.85,94.32,6.08,123.6,Clay-Loam,Standard_V1,apple
13,126,204,23.11,92.8,6.38,108.18,Clay-Loam,Standard_V1,apple
9,139,199,23.25,94.54,5.87,105.36,Loam,Standard_V1,apple
0,133,200,23.67,90.49,5.71,104.23,Loam,Standard_V1,apple
30,143,199,23.77,90.6,5.8,102.26,Clay-Loam,Standard_V1,apple
36,140,198,23.34,91.48,6.28,104.43,Loam,Standard_V1,apple
37,137,199,22.64,90.18,5.7,108.34,Silt-Loam,Standard_V1,apple
33,121,203,22.46,94.76,5.61,114.84,Silt-Loam,Standard_V1,apple
7,144,195,22.96,93.58,5.86,104.65,Loam,Standard_V1,apple
35,128,205,21.07,93.57,6.04,107.87,Silt-Loam,Standard_V1,apple
29,128,198,22.44,92.71,5.69,121.5,Loam,Standard_V1,apple
2,143,196,22.71,90.45,5.67,109.89,Clay-Loam,Standard_V1,apple
34,140,198,21.7,93.44,5.75,115.18,Clay-Loam,Standard_V1,apple
29,144,204,22.43,92.49,5.8,119.1,Silt-Loam,Standard_V1,apple
32,141,203,21.26,92.84,5.82,109.07,Loam,Standard_V1,apple
13,144,197,22.92,94.9,6.28,105.69,Loam,Standard_V1,apple
25,143,198,22.81,91.52,6.03,107.86,Silt-Loam,Standard_V1,apple
9,137,200,21.12,90.69,5.64,102.8,Clay-Loam,Standard_V1,apple
6,144,198,21.11,90.32,5.56,104.51,Silt-Loam,Standard_V1,apple
37,126,196,23.6,90.98,5.6,107.17,Clay-Loam,Standard_V1,apple
2,120,203,23.13,94.71,5.89,108.62,Loam,Standard_V1,apple
11,143,197,22.98,93.32,5.88,122.2,Clay-Loam,Standard_V1,apple
10,141,201,22.13,90.98,6.39,104.54,Silt-Loam,Standard_V1,apple
24,142,202,22.54,91.48,5.71,101.85,Loam,Standard_V1,apple
23,138,195,22.49,91.7,5.8,124.39,Silt-Loam,Standard_V1,apple
18,125,204,22.36,94.48,6.05,116.74,Silt-Loam,Standard_V1,apple
13,121,196,22.21,93.51,6.44,120.16,Clay-Loam,Standard_V1,apple
26,122,202,22.45,94.74,5.62,107.18,Silt-Loam,Standard_V1,apple
28,123,202,22.77,92.12,6.44,120.44,Clay-Loam,Standard_V1,apple
26,121,201,22.19,90.03,6.16,112.31,Loam,Standard_V1,apple
21,137,196,23.61,91.7,5.81,123.59,Clay-Loam,Standard_V1,apple
21,135,198,23.86,94.92,5.77,105.02,Loam,Standard_V1,apple
5,144,205,21.42,92.63,6.18,102.8,Clay-Loam,Standard_V1,apple
2,123,205,22.37,90.79,5.74,124.98,Silt-Loam,Standard_V1,apple
15,133,199,24.0,91.61,5.82,117.61,Clay-Loam,Standard_V1,apple
31,130,198,21.8,92.73,5.55,120.06,Clay-Loam,Standard_V1,apple
25,143,200,23.8,92.8,6.02,100.62,Loam,Standard_V1,apple
16,143,204,23.71,91.53,5.63,121.9,Silt-Loam,Standard_V1,apple
19,122,202,23.34,90.38,5.81,112.9,Clay-Loam,Standard_V1,apple
10,125,196,22.31,90.04,5.73,113.07,Silt-Loam,Standard_V1,apple
20,139,202,23.5,92.21,5.67,107.99,Clay-Loam,Standard_V1,apple
28,123,198,23.46,91.46,5.68,111.78,Clay-Loam,Standard_V1,apple
28,136,200,23.06,92.4,6.25,114.74,Silt-Loam,Standard_V1,apple
2,131,199,22.47,91.23,6.02,124.22,Clay-Loam,Standard_V1,apple
2,140,197,22.7,92.82,5.53,105.05,Silt-Loam,Standard_V1,apple
27,138,201,23.67,93.9,5.95,105.4,Clay-Loam,Standard_V1,apple
30,127,204,22.5,92.46,6.13,100.93,Loam,Standard_V1,apple
32,145,203,23.83,90.84,6.41,109.6,Silt-Loam,Standard_V1,apple
29,139,205,23.64,93.74,6.16,116.69,Clay-Loam,Standard_V1,apple
26,126,195,21.41,92.99,5.88,118.4,Clay-Loam,Standard_V1,apple
40,136,202,22.85,94.58,5.94,117.53,Loam,Standard_V1,apple
6,124,200,22.98,93.85,5.97,109.59,Silt-Loam,Standard_V1,apple
35,138,200,21.2,90.81,5.67,103.68,Clay-Loam,Standard_V1,apple
17,136,196,23.87,90.5,5.88,103.05,Loam,Standard_V1,apple
33,134,205,21.04,94.34,6.09,114.74,Clay-Loam,Standard_V1,apple
16,143,197,22.62,93.52,5.9,116.93,Silt-Loam,Standard_V1,apple
27,120,200,21.45,90.75,6.11,116.7,Clay-Loam,Standard_V1,apple
29,145,205,22.81,92.13,6.21,109.34,Clay-Loam,Standard_V1,apple
3,141,197,21.98,91.13,6.14,115.48,Clay-Loam,Standard_V1,apple
15,123,204,22.53,92.55,6.37,115.38,Clay-Loam,Standard_V1,apple
5,136,195,22.36,91.92,6.26,107.77,Loam,Standard_V1,apple
10,136,204,21.2,92.16,6.28,105.86,Loam,Standard_V1,apple
7,141,195,23.88,93.45,5.51,104.91,Silt-Loam,Standard_V1,apple
2,129,201,22.78,94.37,5.68,122.14,Loam,Standard_V1,apple
29,138,197,22.19,92.44,5.83,121.66,Loam,Standard_V1,apple
30,137,200,22.91,90.7,5.6,118.6,Silt-Loam,Standard_V1,apple
29,132,204,23.09,90.23,6.1,108.22,Loam,Standard_V1,apple
14,139,197,21.72,92.84,6.06,121.7,Loam,Standard_V1,apple
18,125,203,22.44,91.59,6.16,102.56,Silt-Loam,Standard_V1,apple
33,143,204,21.13,91.96,5.81,122.54,Silt-Loam,Standard_V1,apple
40,144,196,22.72,92.25,5.99,107.03,Silt-Loam,Standard_V1,apple
9,143,197,23.75,92.88,5.57,117.66,Clay-Loam,Standard_V1,apple
38,135,203,23.76,93.66,5.97,100.83,Clay-Loam,Standard_V1,apple
28,130,196,22.13,94.68,6.06,112.92,Silt-Loam,Standard_V1,apple
35,142,203,21.17,90.24,5.9,123.65,Silt-Loam,Standard_V1,apple
12,129,205,22.36,91.16,6.12,118.68,Silt-Loam,Standard_V1,apple
1,135,203,22.78,92.7,5.62,113.78,Clay-Loam,Standard_V1,apple
0,145,205,21.23,90.1,5.52,113.98,Clay-Loam,Standard_V1,apple
31,121,201,23.16,90.34,5.73,110.71,Loam,Standard_V1,apple
35,131,203,22.43,93.92,5.89,102.72,Loam,Standard_V1,apple
29,140,195,23.64,90.95,5.56,116.74,Silt-Loam,Standard_V1,apple
33,138,198,22.29,90.69,6.22,122.74,Clay-Loam,Standard_V1,apple
14,140,197,23.35,90.9,6.07,113.04,Clay-Loam,Standard_V1,apple
35,145,195,22.04,94.58,6.23,110.98,Clay-Loam,Standard_V1,apple
40,120,197,23.81,92.49,5.89,119.63,Silt-Loam,Standard_V1,apple
25,132,198,22.32,90.85,5.73,100.12,Loam,Standard_V1,apple
31,137,196,22.14,93.83,6.4,120.63,Silt-Loam,Standard_V1,apple
36,144,196,23.65,94.51,6.5,115.36,Loam,Standard_V1,apple
10,140,197,22.17,90.27,6.23,124.47,Loam,Standard_V1,apple
22,30,12,15.78,92.51,6.35,119.04,Sandy-Loam,Standard_V1,orange
37,6,13,26.03,91.51,7.51,101.28,Loam,Standard_V1,orange
27,13,6,13.36,91.36,7.34,111.23,Loam,Standard_V1,orange
7,16,9,18.88,92.04,7.81,114.67,Alluvial,Standard_V1,orange
20,7,9,29.48,91.58,7.13,111.17,Loam,Standard_V1,orange
26,27,10,28.07,92.91,6.08,114.13,Sandy-Loam,Standard_V1,orange
5,23,15,25.67,92.05,7.41,112.54,Sandy-Loam,Standard_V1,orange
0,18,14,29.77,92.01,7.21,114.42,Loam,Standard_V1,orange
39,24,14,30.55,90.9,7.19,106.07,Alluvial,Standard_V1,orange
13,23,6,23.96,90.26,7.37,102.7,Alluvial,Standard_V1,orange
21,17,15,23.98,91.55,7.46,118.49,Loam,Standard_V1,orange
33,12,8,25.26,90.31,6.82,117.37,Loam,Standard_V1,orange
6,9,12,31.08,90.14,7.03,109.69,Sandy-Loam,Standard_V1,orange
19,7,10,14.78,91.22,6.12,100.2,Loam,Standard_V1,orange
24,18,6,26.57,94.45,6.29,116.38,Alluvial,Standard_V1,orange
9,11,8,24.86,94.39,6.56,111.78,Loam,Standard_V1,orange
31,8,7,34.51,93.64,7.16,103.57,Sandy-Loam,Standard_V1,orange
22,17,5,24.12,90.72,6.95,102.84,Sandy-Loam,Standard_V1,orange
13,5,8,23.85,90.11,7.47,103.92,Sandy-Loam,Standard_V1,orange
16,8,9,24.6,91.28,7.6,111.29,Sandy-Loam,Standard_V1,orange
4,13,6,15.63,94.26,7.56,101.47,Sandy-Loam,Standard_V1,orange
0,25,14,19.34,91.98,6.36,116.45,Loam,Standard_V1,orange
8,7,10,28.26,91.98,6.93,105.21,Loam,Standard_V1,orange
4,23,5,22.68,93.36,7.48,110.33,Loam,Standard_V1,orange
33,14,8,21.03,92.96,7.68,110.68,Loam,Standard_V1,orange
30,7,15,33.23,91.06,7.83,115.77,Sandy-Loam,Standard_V1,orange
21,29,12,22.3,92.16,6.44,117.37,Alluvial,Standard_V1,orange
11,14,5,11.5,94.89,6.95,115.57,Loam,Standard_V1,orange
9,8,15,14.34,94.36,7.99,110.22,Alluvial,Standard_V1,orange
5,18,14,33.11,93.48,7.43,119.17,Loam,Standard_V1,orange
29,25,14,30.49,90.46,7.78,113.33,Loam,Standard_V1,orange
33,12,15,30.26,92.03,6.05,116.72,Alluvial,Standard_V1,orange
8,16,6,12.23,90.26,7.11,108.42,Sandy-Loam,Standard_V1,orange
15,14,8,10.01,90.22,6.22,119.39,Loam,Standard_V1,orange
16,7,8,22.79,90.61,6.42,116.51,Loam,Standard_V1,orange
0,12,7,20.18,90.65,6.97,116.81,Loam,Standard_V1,orange
5,25,6,30.72,94.01,6.01,106.81,Alluvial,Standard_V1,orange
6,8,11,24.36,92.4,6.6,119.69,Sandy-Loam,Standard_V1,orange
10,5,5,21.21,91.35,7.82,112.98,Alluvial,Standard_V1,orange
1,17,6,10.79,91.38,6.82,117.53,Alluvial,Standard_V1,orange
1,30,10,11.9,91.35,7.29,103.58,Sandy-Loam,Standard_V1,orange
0,23,15,22.57,93.37,7.6,109.86,Alluvial,Standard_V1,orange
24,27,9,18.87,93.25,6.16,119.39,Sandy-Loam,Standard_V1,orange
36,11,13,17.34,93.05,7.19,112.72,Loam,Standard_V1,orange
40,21,8,34.91,92.88,7.42,102.19,Sandy-Loam,Standard_V1,orange
40,22,6,24.54,91.91,6.49,115.98,Loam,Standard_V1,orange
32,18,13,13.84,91.75,6.04,107.99,Alluvial,Standard_V1,orange
9,10,10,22.36,93.52,6.01,101.52,Alluvial,Standard_V1,orange
13,16,8,34.74,93.12,6.95,100.2,Loam,Standard_V1,orange
15,9,11,11.55,94.15,7.91,108.83,Alluvial,Standard_V1,orange
29,11,5,23.13,91.95,7.64,104.42,Sandy-Loam,Standard_V1,orange
1,15,9,29.98,94.55,7.53,115.36,Loam,Standard_V1,orange
18,5,11,20.88,90.94,6.25,102.46,Alluvial,Standard_V1,orange
14,22,9,17.25,91.14,6.54,112.51,Loam,Standard_V1,orange
33,15,7,15.83,91.68,7.65,109.76,Sandy-Loam,Standard_V1,orange
4,6,7,23.01,91.12,6.71,112.67,Sandy-Loam,Standard_V1,orange
17,16,14,16.4,92.18,6.63,102.94,Alluvial,Standard_V1,orange
12,20,10,24.45,93.11,6.53,109.47,Sandy-Loam,Standard_V1,orange
34,29,8,31.88,91.15,6.45,105.34,Loam,Standard_V1,orange
39,28,10,31.35,91.48,7.18,109.15,Sandy-Loam,Standard_V1,orange
31,25,12,18.05,90.04,7.02,111.78,Loam,Standard_V1,orange
12,6,8,30.85,92.87,6.39,107.41,Loam,Standard_V1,orange
12,29,13,22.46,91.53,7.57,118.01,Sandy-Loam,Standard_V1,orange
26,11,11,13.7,90.96,7.61,106.29,Alluvial,Standard_V1,orange
19,24,15,20.49,93.72,7.14,111.84,Sandy-Loam,Standard_V1,orange
39,21,9,13.21,94.03,6.35,106.27,Loam,Standard_V1,orange
16,29,13,32.32,93.68,6.2,117.62,Loam,Standard_V1,orange
36,29,13,20.68,90.92,7.83,109.75,Sandy-Loam,Standard_V1,orange
37,23,12,31.53,90.51,6.4,113.12,Alluvial,Standard_V1,orange
39,9,15,25.35,91.81,7.99,116.76,Alluvial,Standard_V1,orange
31,5,14,17.67,91.7,6.58,110.69,Loam,Standard_V1,orange
18,12,8,12.59,91.82,6.21,119.39,Loam,Standard_V1,orange
20,20,10,11.87,93.68,6.98,106.06,Alluvial,Standard_V1,orange
5,8,5,11.03,92.23,6.56,112.77,Sandy-Loam,Standard_V1,orange
20,8,12,25.3,94.96,7.26,117.97,Loam,Standard_V1,orange
25,21,11,32.24,90.15,6.46,104.71,Loam,Standard_V1,orange
14,19,14,17.68,94.36,6.7,108.06,Alluvial,Standard_V1,orange
37,18,12,10.27,90.19,7.4,106.7,Sandy-Loam,Standard_V1,orange
26,15,6,17.22,94.79,6.91,108.01,Alluvial,Standard_V1,orange
13,22,5,19.67,90.5,7.76,100.17,Sandy-Loam,Standard_V1,orange
32,25,9,10.36,93.76,7.8,101.15,Sandy-Loam,Standard_V1,orange
19,7,9,27.26,91.71,6.97,101.14,Sandy-Loam,Standard_V1,orange
28,7,9,34.59,92.13,6.73,115.57,Loam,Standard_V1,orange
24,30,11,32.4,94.52,6.6,113.25,Alluvial,Standard_V1,orange
7,17,10,10.16,91.22,6.47,106.36,Alluvial,Standard_V1,orange
18,23,8,21.49,93.44,6.41,101.48,Sandy-Loam,Standard_V1,orange
7,20,12,16.53,94.77,6.48,110.04,Loam,Standard_V1,orange
20,23,11,31.85,90.12,6.41,109.95,Loam,Standard_V1,orange
18,14,11,28.05,90.01,6.55,117.13,Alluvial,Standard_V1,orange
34,11,10,31.75,94.6,7.36,115.2,Loam,Standard_V1,orange
20,29,10,29.07,93.27,7.37,100.79,Loam,Standard_V1,orange
37,24,13,19.14,90.71,7.85,108.02,Sandy-Loam,Standard_V1,orange
12,8,10,16.15,91.44,8.0,107.43,Loam,Standard_V1,orange
34,10,14,34.05,92.06,6.73,116.8,Sandy-Loam,Standard_V1,orange
6,13,9,34.51,90.56,7.79,118.33,Alluvial,Standard_V1,orange
27,30,5,32.72,90.55,7.66,113.33,Loam,Standard_V1,orange
13,8,12,25.16,92.55,7.11,114.31,Alluvial,Standard_V1,orange
6,7,7,27.68,94.47,7.2,114.0,Alluvial,Standard_V1,orange
40,17,15,21.35,90.95,7.87,107.09,Loam,Standard_V1,orange
31,26,9,11.7,93.26,7.57,103.2,Loam,Standard_V1,orange
61,68,50,35.21,91.5,6.79,243.07,Alluvial,Standard_V1,papaya
58,46,45,42.39,90.79,6.58,88.47,Loam,Standard_V1,papaya
45,47,55,38.42,91.14,6.75,119.27,Sandy-Loam,Standard_V1,papaya
39,65,53,35.33,92.12,6.56,235.61,Sandy-Loam,Standard_V1,papaya
31,68,45,42.92,90.08,6.94,196.24,Loam,Standard_V1,papaya
70,68,45,33.84,92.85,6.99,203.4,Alluvial,Standard_V1,papaya
68,62,50,33.2,92.76,6.98,197.53,Loam,Standard_V1,papaya
34,65,47,23.49,93.71,6.83,191.78,Loam,Standard_V1,papaya
38,68,54,29.34,90.82,6.74,202.06,Alluvial,Standard_V1,papaya
69,64,47,40.21,94.51,6.99,186.68,Alluvial,Standard_V1,papaya
58,51,47,42.13,91.7,6.76,197.4,Sandy-Loam,Standard_V1,papaya
59,47,53,32.86,91.46,6.85,47.27,Alluvial,Standard_V1,papaya
44,64,54,29.81,91.38,6.74,232.7,Sandy-Loam,Standard_V1,papaya
56,57,48,31.56,93.05,6.51,63.62,Alluvial,Standard_V1,papaya
69,60,54,36.32,93.06,6.99,141.17,Loam,Standard_V1,papaya
56,58,49,37.13,94.61,6.69,172.48,Sandy-Loam,Standard_V1,papaya
49,55,53,38.44,93.64,6.54,77.72,Sandy-Loam,Standard_V1,papaya
38,51,52,32.66,90.79,6.93,78.85,Sandy-Loam,Standard_V1,papaya
54,65,47,27.93,91.56,6.72,149.91,Loam,Standard_V1,papaya
57,57,51,39.02,91.49,6.99,105.88,Loam,Standard_V1,papaya
39,52,53,32.51,94.66,6.7,51.07,Loam,Standard_V1,papaya
58,67,45,38.72,91.73,6.7,62.62,Loam,Standard_V1,papaya
61,64,52,43.3,92.83,6.64,110.56,Loam,Standard_V1,papaya
34,62,55,27.59,90.73,6.59,238.5,Sandy-Loam,Standard_V1,papaya
31,48,45,40.79,92.91,6.56,132.79,Loam,Standard_V1,papaya
47,46,52,23.19,91.4,6.5,206.4,Sandy-Loam,Standard_V1,papaya
32,68,52,32.68,92.62,6.8,248.86,Loam,Standard_V1,papaya
36,59,46,34.29,93.61,6.72,127.25,Alluvial,Standard_V1,papaya
61,51,51,39.3,94.16,6.57,120.95,Sandy-Loam,Standard_V1,papaya
70,54,46,39.73,91.12,6.92,122.76,Alluvial,Standard_V1,papaya
44,56,49,39.23,91.26,6.52,64.45,Sandy-Loam,Standard_V1,papaya
34,68,51,27.35,94.18,6.69,40.35,Alluvial,Standard_V1,papaya
50,59,47,40.77,92.09,6.75,209.87,Loam,Standard_V1,papaya
39,70,52,26.27,90.8,6.65,59.49,Loam,Standard_V1,papaya
34,61,49,28.13,93.32,6.5,117.82,Loam,Standard_V1,papaya
44,60,55,34.28,90.56,6.83,98.54,Sandy-Loam,Standard_V1,papaya
31,62,52,33.8,93.01,6.99,182.03,Alluvial,Standard_V1,papaya
65,62,51,31.53,90.87,6.51,207.07,Loam,Standard_V1,papaya
44,57,53,42.3,90.51,6.93,74.88,Alluvial,Standard_V1,papaya
50,47,48,24.64,90.62,6.71,218.23,Alluvial,Standard_V1,papaya
43,50,48,28.28,91.37,6.63,179.27,Loam,Standard_V1,papaya
60,46,53,24.49,92.98,6.76,183.49,Loam,Standard_V1,papaya
70,68,55,42.85,94.64,6.69,78.81,Alluvial,Standard_V1,papaya
59,62,52,43.68,93.11,6.61,103.82,Loam,Standard_V1,papaya
60,58,51,42.07,92.92,6.84,165.74,Loam,Standard_V1,papaya
42,60,47,33.47,92.13,6.83,136.83,Loam,Standard_V1,papaya
35,66,47,31.7,91.66,6.95,48.84,Sandy-Loam,Standard_V1,papaya
34,65,48,41.42,90.04,6.67,199.31,Alluvial,Standard_V1,papaya
36,54,46,42.55,94.94,6.66,214.41,Alluvial,Standard_V1,papaya
39,64,52,28.92,94.64,6.68,63.69,Sandy-Loam,Standard_V1,papaya
37,52,47,43.08,93.9,6.54,211.85,Alluvial,Standard_V1,papaya
33,47,46,29.2,93.97,6.84,209.41,Loam,Standard_V1,papaya
34,48,48,41.04,91.37,6.81,181.53,Alluvial,Standard_V1,papaya
49,54,50,25.62,93.18,6.76,97.26,Loam,Standard_V1,papaya
40,65,49,35.33,91.06,6.68,163.91,Sandy-Loam,Standard_V1,papaya
68,52,49,24.43,92.28,6.58,63.35,Loam,Standard_V1,papaya
50,46,52,31.18,90.22,6.73,54.02,Alluvial,Standard_V1,papaya
